year,state,state_po,office,district,stage,special,candidate,party_detailed,party_simplified,candidatevotes,totalvotes
2016,GEORGIA,GA,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,813,3898605
2016,GEORGIA,GA,US SENATE,statewide,gen,FALSE,JIM BARKSDALE,DEMOCRAT,DEMOCRAT,1599726,3898605
2016,GEORGIA,GA,US SENATE,statewide,gen,FALSE,ALLEN BUCKLEY,LIBERTARIAN,LIBERTARIAN,162260,3898605
2016,GEORGIA,GA,US SENATE,statewide,gen,FALSE,JOHNNY ISAKSON,REPUBLICAN,REPUBLICAN,2135806,3898605
2016,HAWAII,HI,US SENATE,statewide,gen,FALSE,BLANK VOTE,,OTHER,20763,437664
2016,HAWAII,HI,US SENATE,statewide,gen,FALSE,"JOHN M. ""RAGHU"" GIUFFRE",AMERICAN SHOPPING PARTY,OTHER,1393,437664
2016,HAWAII,HI,US SENATE,statewide,gen,FALSE,JOY J. ALLISON,CONSTITUTION,OTHER,9103,437664
2016,HAWAII,HI,US SENATE,statewide,gen,FALSE,MICHAEL A. KOKOSKI,LIBERTARIAN,LIBERTARIAN,6809,437664
2016,HAWAII,HI,US SENATE,statewide,gen,FALSE,BRIAN SCHATZ,DEMOCRAT,DEMOCRAT,306604,437664
2016,HAWAII,HI,US SENATE,statewide,gen,FALSE,OVER VOTE,,OTHER,339,437664
2016,HAWAII,HI,US SENATE,statewide,gen,FALSE,JOHN CARROLL,REPUBLICAN,REPUBLICAN,92653,437664
2016,IDAHO,ID,US SENATE,statewide,gen,FALSE,RAY J. WRITZ,CONSTITUTION,OTHER,41677,678943
2016,IDAHO,ID,US SENATE,statewide,gen,FALSE,MIKE CRAPO,REPUBLICAN,REPUBLICAN,449017,678943
2016,IDAHO,ID,US SENATE,statewide,gen,FALSE,JERRY STURGILL,DEMOCRAT,DEMOCRAT,188249,678943
2016,ILLINOIS,IL,US SENATE,statewide,gen,FALSE,SCOTT SUMMERS,GREEN,OTHER,117619,5491878
2016,ILLINOIS,IL,US SENATE,statewide,gen,FALSE,KENTON MCMILLEN,LIBERTARIAN,LIBERTARIAN,175988,5491878
2016,ILLINOIS,IL,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,42,5491878
2016,ILLINOIS,IL,US SENATE,statewide,gen,FALSE,MARK KIRK,REPUBLICAN,REPUBLICAN,2184692,5491878
2016,ILLINOIS,IL,US SENATE,statewide,gen,FALSE,TAMMY DUCKWORTH,DEMOCRAT,DEMOCRAT,3012940,5491878
2016,ILLINOIS,IL,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,77,5491878
2016,ILLINOIS,IL,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,106,5491878
2016,ILLINOIS,IL,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,408,5491878
2016,ILLINOIS,IL,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,5,5491878
2016,ILLINOIS,IL,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,1,5491878
2016,INDIANA,IN,US SENATE,statewide,gen,FALSE,EVAN BAYH,DEMOCRAT,DEMOCRAT,1158947,2732546
2016,INDIANA,IN,US SENATE,statewide,gen,FALSE,TODD C. YOUNG,REPUBLICAN,REPUBLICAN,1423991,2732546
2016,INDIANA,IN,US SENATE,statewide,gen,FALSE,LUCY BRENTON,LIBERTARIAN,LIBERTARIAN,149481,2732546
2016,INDIANA,IN,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,127,2732546
2016,IOWA,IA,US SENATE,statewide,gen,FALSE,CHUCK GRASSLEY,REPUBLICAN,REPUBLICAN,926007,1541036
2016,IOWA,IA,US SENATE,statewide,gen,FALSE,PATTY JUDGE,DEMOCRAT,DEMOCRAT,549460,1541036
2016,IOWA,IA,US SENATE,statewide,gen,FALSE,MICHAEL LUICK-THRAMS,NOMINATED BY PETITION,OTHER,4441,1541036
2016,IOWA,IA,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,1685,1541036
2016,IOWA,IA,US SENATE,statewide,gen,FALSE,CHARLES ALDRICH,LIBERTARIAN,LIBERTARIAN,41794,1541036
2016,IOWA,IA,US SENATE,statewide,gen,FALSE,JIM HENNAGER,NEW INDEPENDENT PARTY IOWA,OTHER,17649,1541036
2016,KANSAS,KS,US SENATE,statewide,gen,FALSE,PATRICK WIESNER,DEMOCRAT,DEMOCRAT,379740,1177922
2016,KANSAS,KS,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,46,1177922
2016,KANSAS,KS,US SENATE,statewide,gen,FALSE,ROBERT D. GARRARD,LIBERTARIAN,LIBERTARIAN,65760,1177922
2016,KANSAS,KS,US SENATE,statewide,gen,FALSE,JERRY MORAN,REPUBLICAN,REPUBLICAN,732376,1177922
2016,KENTUCKY,KY,US SENATE,statewide,gen,FALSE,RAND PAUL,REPUBLICAN,REPUBLICAN,1090177,1903465
2016,KENTUCKY,KY,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,6,1903465
2016,KENTUCKY,KY,US SENATE,statewide,gen,FALSE,JIM GRAY,DEMOCRAT,DEMOCRAT,813246,1903465
2016,KENTUCKY,KY,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,36,1903465
2016,LOUISIANA,LA,US SENATE,statewide,gen,FALSE,"CHARLES W. BOUSTANY, JR.",REPUBLICAN,REPUBLICAN,298008,1997218
2016,LOUISIANA,LA,US SENATE,statewide,gen,FALSE,DERRICK EDWARDS,DEMOCRAT,DEMOCRAT,51774,1997218
2016,LOUISIANA,LA,US SENATE,statewide,gen,FALSE,"M. V. ""VINNY""MENDOZA",DEMOCRAT,DEMOCRAT,4927,1997218
2016,LOUISIANA,LA,US SENATE,statewide,gen,FALSE,JOHN FLEMING,REPUBLICAN,REPUBLICAN,204026,1997218
2016,LOUISIANA,LA,US SENATE,statewide,gen,FALSE,CAROLINE FAYARD,DEMOCRAT,DEMOCRAT,240917,1997218
2016,LOUISIANA,LA,US SENATE,statewide,gen,FALSE,PETER WILLIAMS,DEMOCRAT,DEMOCRAT,6855,1997218
2016,LOUISIANA,LA,US SENATE,statewide,gen,FALSE,LEROY GILLAM,LIBERTARIAN,LIBERTARIAN,4067,1997218
2016,LOUISIANA,LA,US SENATE,statewide,gen,FALSE,"""ROB"" MANESS",REPUBLICAN,REPUBLICAN,90856,1997218
2016,LOUISIANA,LA,US SENATE,statewide,gen,FALSE,KAITLIN MARONE,NONE,OTHER,4108,1997218
2016,LOUISIANA,LA,US SENATE,statewide,gen,FALSE,JOSHUA PELLERIN,DEMOCRAT,DEMOCRAT,7395,1997218
2016,LOUISIANA,LA,US SENATE,statewide,gen,FALSE,"WILLIAM ROBERT LANG, JR.",OTHER,OTHER,1424,1997218
2016,LOUISIANA,LA,US SENATE,statewide,gen,FALSE,BERYL BILLIOT,NONE,OTHER,19352,1997218
2016,LOUISIANA,LA,US SENATE,statewide,gen,FALSE,ARDEN WELLS,NONE,OTHER,1483,1997218
2016,LOUISIANA,LA,US SENATE,statewide,gen,FALSE,TROY HEBERT,NONE,OTHER,9503,1997218
2016,LOUISIANA,LA,US SENATE,statewide,gen,FALSE,JOHN KENNEDY,REPUBLICAN,REPUBLICAN,536191,1997218
2016,LOUISIANA,LA,US SENATE,statewide,gen,FALSE,"GREGORY TAYLOR, JR.",OTHER,OTHER,1151,1997218
2016,LOUISIANA,LA,US SENATE,statewide,gen,FALSE,THOMAS P. CLEMENTS,LIBERTARIAN,LIBERTARIAN,11370,1997218
2016,LOUISIANA,LA,US SENATE,statewide,gen,FALSE,GARY LANDRIEU,DEMOCRAT,DEMOCRAT,45587,1997218
2016,LOUISIANA,LA,US SENATE,statewide,gen,FALSE,FOSTER CAMPBELL,DEMOCRAT,DEMOCRAT,347816,1997218
2016,LOUISIANA,LA,US SENATE,statewide,gen,FALSE,ABHAY PATEL,REPUBLICAN,REPUBLICAN,1576,1997218
2016,LOUISIANA,LA,US SENATE,statewide,gen,FALSE,"""JOSEPH"" CAO",REPUBLICAN,REPUBLICAN,21019,1997218
2016,LOUISIANA,LA,US SENATE,statewide,gen,FALSE,DAVID DUKE,REPUBLICAN,REPUBLICAN,58606,1997218
2016,LOUISIANA,LA,US SENATE,statewide,gen,FALSE,"DONALD ""CRAWDADDY"" CRAWFORD",REPUBLICAN,REPUBLICAN,25523,1997218
2016,LOUISIANA,LA,US SENATE,statewide,gen,FALSE,CHARLES MARSALA,REPUBLICAN,REPUBLICAN,3684,1997218
2016,MARYLAND,MD,US SENATE,statewide,gen,FALSE,CHRIS VAN HOLLEN,DEMOCRAT,DEMOCRAT,1659907,2726170
2016,MARYLAND,MD,US SENATE,statewide,gen,FALSE,MARGARET FLOWERS,GREEN,OTHER,89970,2726170
2016,MARYLAND,MD,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,77,2726170
2016,MARYLAND,MD,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,7,2726170
2016,MARYLAND,MD,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,242,2726170
2016,MARYLAND,MD,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,138,2726170
2016,MARYLAND,MD,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,15,2726170
2016,MARYLAND,MD,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,26,2726170
2016,MARYLAND,MD,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,3231,2726170
2016,MARYLAND,MD,US SENATE,statewide,gen,FALSE,KATHY SZELIGA,REPUBLICAN,REPUBLICAN,972557,2726170
2016,MISSOURI,MO,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,4,2802637
2016,MISSOURI,MO,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,53,2802637
2016,MISSOURI,MO,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,12,2802637
2016,MISSOURI,MO,US SENATE,statewide,gen,FALSE,ROY BLUNT,REPUBLICAN,REPUBLICAN,1378458,2802637
2016,MISSOURI,MO,US SENATE,statewide,gen,FALSE,JOHNATHAN MCFARLAND,GREEN,OTHER,30743,2802637
2016,MISSOURI,MO,US SENATE,statewide,gen,FALSE,STEVEN WALLACE,,OTHER,1,2802637
2016,MISSOURI,MO,US SENATE,statewide,gen,FALSE,FRED RYMAN,CONSTITUTION,OTHER,25407,2802637
2016,MISSOURI,MO,US SENATE,statewide,gen,FALSE,JASON KANDER,DEMOCRAT,DEMOCRAT,1300200,2802637
2016,MISSOURI,MO,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,21,2802637
2016,MISSOURI,MO,US SENATE,statewide,gen,FALSE,JONATHAN DINE,LIBERTARIAN,LIBERTARIAN,67738,2802637
2016,NEVADA,NV,US SENATE,statewide,gen,FALSE,JOSEPH J. HECK,REPUBLICAN,REPUBLICAN,495079,1108294
2016,NEVADA,NV,US SENATE,statewide,gen,FALSE,"THOMAS ""TOM"" SAWYER",NONE,OTHER,14208,1108294
2016,NEVADA,NV,US SENATE,statewide,gen,FALSE,CATHERINE CORTEZ MASTO,DEMOCRAT,DEMOCRAT,521994,1108294
2016,NEVADA,NV,US SENATE,statewide,gen,FALSE,TONY GUMINA,NONE,OTHER,10740,1108294
2016,NEVADA,NV,US SENATE,statewide,gen,FALSE,TOM JONES,INDEPENDENT AMERICAN,OTHER,17128,1108294
2016,NEVADA,NV,US SENATE,statewide,gen,FALSE,NONE OF THE ABOVE,,OTHER,42257,1108294
2016,NEVADA,NV,US SENATE,statewide,gen,FALSE,JARROD M. WILLIAMS,NONE,OTHER,6888,1108294
2016,NEW HAMPSHIRE,NH,US SENATE,statewide,gen,FALSE,KELLY AYOTTE,REPUBLICAN,REPUBLICAN,353632,739140
2016,NEW HAMPSHIRE,NH,US SENATE,statewide,gen,FALSE,MAGGIE HASSAN,DEMOCRAT,DEMOCRAT,354649,739140
2016,NEW HAMPSHIRE,NH,US SENATE,statewide,gen,FALSE,SCATTER,,OTHER,520,739140
2016,NEW HAMPSHIRE,NH,US SENATE,statewide,gen,FALSE,BRIAN CHABOT,LIBERTARIAN,LIBERTARIAN,12597,739140
2016,NEW HAMPSHIRE,NH,US SENATE,statewide,gen,FALSE,AARON DAY,INDEPENDENT,OTHER,17742,739140
2016,NEW YORK,NY,US SENATE,statewide,gen,FALSE,ALEX MERCED,LIBERTARIAN,LIBERTARIAN,48121,7800725
2016,NEW YORK,NY,US SENATE,statewide,gen,FALSE,CHARLES E. SCHUMER,WORKING FAMILIES,OTHER,241672,7800725
2016,NEW YORK,NY,US SENATE,statewide,gen,FALSE,WENDY LONG,REPUBLICAN,REPUBLICAN,1723927,7800725
2016,NEW YORK,NY,US SENATE,statewide,gen,FALSE,BLANK VOTE,,OTHER,400943,7800725
2016,NEW YORK,NY,US SENATE,statewide,gen,FALSE,VOID VOTE,,OTHER,3474,7800725
2016,NEW YORK,NY,US SENATE,statewide,gen,FALSE,WENDY LONG,REFORM,OTHER,17813,7800725
2016,NEW YORK,NY,US SENATE,statewide,gen,FALSE,CHARLES E. SCHUMER,WOMEN'S EQUALITY,OTHER,45402,7800725
2016,NEW YORK,NY,US SENATE,statewide,gen,FALSE,SCATTER,,OTHER,3472,7800725
2016,NEW YORK,NY,US SENATE,statewide,gen,FALSE,CHARLES E. SCHUMER,DEMOCRAT,DEMOCRAT,4784220,7800725
2016,NEW YORK,NY,US SENATE,statewide,gen,FALSE,WENDY LONG,CONSERVATIVE,OTHER,267613,7800725
2016,NEW YORK,NY,US SENATE,statewide,gen,FALSE,ROBIN LAVERNE WILSON,GREEN,OTHER,113413,7800725
2016,NEW YORK,NY,US SENATE,statewide,gen,FALSE,CHARLES E. SCHUMER,INDEPENDENCE,OTHER,150655,7800725
2016,NORTH CAROLINA,NC,US SENATE,statewide,gen,FALSE,DEBORAH K. ROSS,DEMOCRAT,DEMOCRAT,2128165,4691133
2016,NORTH CAROLINA,NC,US SENATE,statewide,gen,FALSE,RICHARD BURR,REPUBLICAN,REPUBLICAN,2395376,4691133
2016,NORTH CAROLINA,NC,US SENATE,statewide,gen,FALSE,SEAN HAUGH,LIBERTARIAN,LIBERTARIAN,167592,4691133
2016,NORTH DAKOTA,ND,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,366,342501
2016,NORTH DAKOTA,ND,US SENATE,statewide,gen,FALSE,JAMES GERMALIC,INDEPENDENT,OTHER,4675,342501
2016,NORTH DAKOTA,ND,US SENATE,statewide,gen,FALSE,JOHN HOEVEN,REPUBLICAN,REPUBLICAN,268788,342501
2016,NORTH DAKOTA,ND,US SENATE,statewide,gen,FALSE,ELIOT GLASSHEIM,DEMOCRAT,DEMOCRAT,58116,342501
2016,NORTH DAKOTA,ND,US SENATE,statewide,gen,FALSE,ROBERT N. MARQUETTE,LIBERTARIAN,LIBERTARIAN,10556,342501
2016,OHIO,OH,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,111,5374164
2016,OHIO,OH,US SENATE,statewide,gen,FALSE,SCOTT RUPERT,NONE,OTHER,77291,5374164
2016,OHIO,OH,US SENATE,statewide,gen,FALSE,TED STRICKLAND,DEMOCRAT,DEMOCRAT,1996908,5374164
2016,OHIO,OH,US SENATE,statewide,gen,FALSE,JOSEPH R. DEMARE,GREEN,OTHER,88246,5374164
2016,OHIO,OH,US SENATE,statewide,gen,FALSE,TOM CONNORS,NONE,OTHER,93041,5374164
2016,OHIO,OH,US SENATE,statewide,gen,FALSE,ROB PORTMAN,REPUBLICAN,REPUBLICAN,3118567,5374164
2016,OKLAHOMA,OK,US SENATE,statewide,gen,FALSE,MIKE WORKMAN,DEMOCRAT,DEMOCRAT,355911,1448047
2016,OKLAHOMA,OK,US SENATE,statewide,gen,FALSE,JAMES LANKFORD,REPUBLICAN,REPUBLICAN,980892,1448047
2016,OKLAHOMA,OK,US SENATE,statewide,gen,FALSE,SEAN BRADDY,INDEPENDENT,OTHER,40405,1448047
2016,OKLAHOMA,OK,US SENATE,statewide,gen,FALSE,ROBERT T. MURPHY,LIBERTARIAN,LIBERTARIAN,43421,1448047
2016,OKLAHOMA,OK,US SENATE,statewide,gen,FALSE,MARK T. BEARD,INDEPENDENT,OTHER,27418,1448047
2016,OREGON,OR,US SENATE,statewide,gen,FALSE,ERIC NAVICKAS,PACIFIC GREEN,OTHER,48823,1952478
2016,OREGON,OR,US SENATE,statewide,gen,FALSE,OTHER,,OTHER,2058,1952478
2016,OREGON,OR,US SENATE,statewide,gen,FALSE,RON WYDEN,DEMOCRAT,DEMOCRAT,1105119,1952478
2016,OREGON,OR,US SENATE,statewide,gen,FALSE,SHANTI S. LEWALLEN,WORKING FAMILIES,OTHER,61915,1952478
2016,OREGON,OR,US SENATE,statewide,gen,FALSE,STEVEN C. REYNOLDS,INDEPENDENT,OTHER,59516,1952478
2016,OREGON,OR,US SENATE,statewide,gen,FALSE,MARK CALLAHAN,REPUBLICAN,REPUBLICAN,651106,1952478
2016,OREGON,OR,US SENATE,statewide,gen,FALSE,JIM LINDSAY,LIBERTARIAN,LIBERTARIAN,23941,1952478
2016,PENNSYLVANIA,PA,US SENATE,statewide,gen,FALSE,KATIE MCGINTY,DEMOCRAT,DEMOCRAT,2865012,6051856
2016,PENNSYLVANIA,PA,US SENATE,statewide,gen,FALSE,EDWARD T. CLIFFORD III,LIBERTARIAN,LIBERTARIAN,235142,6051856
2016,PENNSYLVANIA,PA,US SENATE,statewide,gen,FALSE,PATRICK J. TOOMEY,REPUBLICAN,REPUBLICAN,2951702,6051856
2016,SOUTH CAROLINA,SC,US SENATE,statewide,gen,FALSE,THOMAS DIXON,DEMOCRAT,DEMOCRAT,704540,2049893
2016,SOUTH CAROLINA,SC,US SENATE,statewide,gen,FALSE,BILL BLEDSOE,LIBERTARIAN,LIBERTARIAN,24830,2049893
2016,SOUTH CAROLINA,SC,US SENATE,statewide,gen,FALSE,THOMAS DIXON,WORKING FAMILIES,OTHER,37610,2049893
2016,SOUTH CAROLINA,SC,US SENATE,statewide,gen,FALSE,BILL BLEDSOE,CONSTITUTION,OTHER,12652,2049893
2016,SOUTH CAROLINA,SC,US SENATE,statewide,gen,FALSE,TIM SCOTT,REPUBLICAN,REPUBLICAN,1241609,2049893
2016,SOUTH CAROLINA,SC,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,1857,2049893
2016,SOUTH CAROLINA,SC,US SENATE,statewide,gen,FALSE,REBEL MICHAEL SCARBOROUGH,AMERICAN,OTHER,11923,2049893
2016,SOUTH CAROLINA,SC,US SENATE,statewide,gen,FALSE,THOMAS DIXON,GREEN,OTHER,14872,2049893
2016,SOUTH DAKOTA,SD,US SENATE,statewide,gen,FALSE,JOHN R. THUNE,REPUBLICAN,REPUBLICAN,265516,369656
2016,SOUTH DAKOTA,SD,US SENATE,statewide,gen,FALSE,JAY WILLIAMS,DEMOCRAT,DEMOCRAT,104140,369656
2016,UTAH,UT,US SENATE,statewide,gen,FALSE,MIKE LEE,REPUBLICAN,REPUBLICAN,760220,1115583
2016,UTAH,UT,US SENATE,statewide,gen,FALSE,BILL BARRON,NONE,OTHER,26166,1115583
2016,UTAH,UT,US SENATE,statewide,gen,FALSE,STONEY FONUA,INDEPENDENT AMERICAN,OTHER,27339,1115583
2016,UTAH,UT,US SENATE,statewide,gen,FALSE,MISTY K. SNOW,DEMOCRAT,DEMOCRAT,301858,1115583
2016,VERMONT,VT,US SENATE,statewide,gen,FALSE,VOID VOTE,,OTHER,466,320467
2016,VERMONT,VT,US SENATE,statewide,gen,FALSE,SCOTT MILNE,REPUBLICAN,REPUBLICAN,103637,320467
2016,VERMONT,VT,US SENATE,statewide,gen,FALSE,CRIS ERICSON,UNITED STATES MARIJUANA,OTHER,9156,320467
2016,VERMONT,VT,US SENATE,statewide,gen,FALSE,JERRY TRUDELL,INDEPENDENT,OTHER,5223,320467
2016,VERMONT,VT,US SENATE,statewide,gen,FALSE,PETE DIAMONDSTONE,LIBERTY UNION,OTHER,3241,320467
2016,VERMONT,VT,US SENATE,statewide,gen,FALSE,BLANK VOTE,,OTHER,6192,320467
2016,VERMONT,VT,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,309,320467
2016,VERMONT,VT,US SENATE,statewide,gen,FALSE,PATRICK J. LEAHY,DEMOCRAT,DEMOCRAT,192243,320467
2016,WASHINGTON,WA,US SENATE,statewide,gen,FALSE,CHRIS VANCE,REPUBLICAN,REPUBLICAN,1329338,3243317
2016,WASHINGTON,WA,US SENATE,statewide,gen,FALSE,PATTY MURRAY,DEMOCRAT,DEMOCRAT,1913979,3243317
2016,WISCONSIN,WI,US SENATE,statewide,gen,FALSE,RUSS FEINGOLD,DEMOCRAT,DEMOCRAT,1380335,2948741
2016,WISCONSIN,WI,US SENATE,statewide,gen,FALSE,PHILIP N. ANDERSON,LIBERTARIAN,LIBERTARIAN,87531,2948741
2016,WISCONSIN,WI,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,8,2948741
2016,WISCONSIN,WI,US SENATE,statewide,gen,FALSE,RON JOHNSON,REPUBLICAN,REPUBLICAN,1479471,2948741
2016,WISCONSIN,WI,US SENATE,statewide,gen,FALSE,SCATTER,,OTHER,1396,2948741
2018,ARIZONA,AZ,US SENATE,statewide,gen,FALSE,MARTHA MCSALLY,REPUBLICAN,REPUBLICAN,1135200,2384308
2018,ARIZONA,AZ,US SENATE,statewide,gen,FALSE,KYRSTEN SINEMA,DEMOCRAT,DEMOCRAT,1191100,2384308
2018,ARIZONA,AZ,US SENATE,statewide,gen,FALSE,ANGELA GREEN,GREEN,OTHER,57442,2384308
2018,ARIZONA,AZ,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,566,2384308
2018,CALIFORNIA,CA,US SENATE,statewide,gen,FALSE,DIANNE FEINSTEIN,DEMOCRAT,DEMOCRAT,6019422,11113364
2018,CALIFORNIA,CA,US SENATE,statewide,gen,FALSE,KEVIN DE LEON,DEMOCRAT,DEMOCRAT,5093942,11113364
2018,CONNECTICUT,CT,US SENATE,statewide,gen,FALSE,CHRISTOPHER S MURPHY,DEMOCRAT,DEMOCRAT,787685,1386840
2018,CONNECTICUT,CT,US SENATE,statewide,gen,FALSE,MATTHEW COREY,REPUBLICAN,REPUBLICAN,545717,1386840
2018,CONNECTICUT,CT,US SENATE,statewide,gen,FALSE,CHRISTOPHER S MURPHY,WORKING FAMILIES,OTHER,37894,1386840
2018,CONNECTICUT,CT,US SENATE,statewide,gen,FALSE,RICHARD LION,LIBERTARIAN,LIBERTARIAN,8838,1386840
2018,CONNECTICUT,CT,US SENATE,statewide,gen,FALSE,JEFF RUSSELL,GREEN,OTHER,6618,1386840
2018,CONNECTICUT,CT,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,88,1386840
2018,DELAWARE,DE,US SENATE,statewide,gen,FALSE,THOMAS R CARPER,DEMOCRAT,DEMOCRAT,217385,362592
2018,DELAWARE,DE,US SENATE,statewide,gen,FALSE,ROBERT B ARLETT,REPUBLICAN,REPUBLICAN,137127,362592
2018,DELAWARE,DE,US SENATE,statewide,gen,FALSE,DEMITRI G THEODOROPOULOS,GREEN,OTHER,4170,362592
2018,DELAWARE,DE,US SENATE,statewide,gen,FALSE,NADINE M FROST,LIBERTARIAN,LIBERTARIAN,3910,362592
2018,FLORIDA,FL,US SENATE,statewide,gen,FALSE,RICK SCOTT,REPUBLICAN,REPUBLICAN,4099505,8190005
2018,FLORIDA,FL,US SENATE,statewide,gen,FALSE,BILL NELSON,DEMOCRAT,DEMOCRAT,4089472,8190005
2018,FLORIDA,FL,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,1028,8190005
2018,HAWAII,HI,US SENATE,statewide,gen,FALSE,MAZIE K. HIRONO,DEMOCRAT,DEMOCRAT,276316,388351
2018,HAWAII,HI,US SENATE,statewide,gen,FALSE,RON CURTIS,REPUBLICAN,REPUBLICAN,112035,388351
2018,INDIANA,IN,US SENATE,statewide,gen,FALSE,MIKE BRAUN,REPUBLICAN,REPUBLICAN,1158000,2282565
2018,INDIANA,IN,US SENATE,statewide,gen,FALSE,JOE DONNELLY,DEMOCRAT,DEMOCRAT,1023553,2282565
2018,INDIANA,IN,US SENATE,statewide,gen,FALSE,LUCY M. BRENTON,LIBERTARIAN,LIBERTARIAN,100942,2282565
2018,INDIANA,IN,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,70,2282565
2018,MAINE,ME,US SENATE,statewide,gen,FALSE,ERIC L. BRAKEY,REPUBLICAN,REPUBLICAN,223502,634409
2018,MAINE,ME,US SENATE,statewide,gen,FALSE,"ANGUS S. KING, JR.",INDEPENDENT,OTHER,344575,634409
2018,MAINE,ME,US SENATE,statewide,gen,FALSE,ZAK RINGELSTEIN,DEMOCRAT,DEMOCRAT,66268,634409
2018,MAINE,ME,US SENATE,statewide,gen,FALSE,OTHERS,NA,OTHER,64,634409
2018,MARYLAND,MD,US SENATE,statewide,gen,FALSE,TONY CAMPBELL,REPUBLICAN,REPUBLICAN,697017,2299889
2018,MARYLAND,MD,US SENATE,statewide,gen,FALSE,BEN CARDIN,DEMOCRAT,DEMOCRAT,1491614,2299889
2018,MARYLAND,MD,US SENATE,statewide,gen,FALSE,ARVIN VOHRA,LIBERTARIAN,LIBERTARIAN,22943,2299889
2018,MARYLAND,MD,US SENATE,statewide,gen,FALSE,NEAL SIMON,UNAFFILIATED,OTHER,85964,2299889
2018,MARYLAND,MD,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,2351,2299889
2018,MASSACHUSETTS,MA,US SENATE,statewide,gen,FALSE,ELIZABETH A. WARREN,DEMOCRAT,DEMOCRAT,1633371,2707090
2018,MASSACHUSETTS,MA,US SENATE,statewide,gen,FALSE,GEOFF DIEHL,REPUBLICAN,REPUBLICAN,979210,2707090
2018,MASSACHUSETTS,MA,US SENATE,statewide,gen,FALSE,SHIVA AYYADURAI,UNENROLLED,OTHER,91710,2707090
2018,MASSACHUSETTS,MA,US SENATE,statewide,gen,FALSE,OTHERS,NA,OTHER,2799,2707090
2018,MICHIGAN,MI,US SENATE,statewide,gen,FALSE,JOHN JAMES,REPUBLICAN,REPUBLICAN,1938818,4237271
2018,MICHIGAN,MI,US SENATE,statewide,gen,FALSE,DEBBIE STABENOW,DEMOCRAT,DEMOCRAT,2214478,4237271
2018,MICHIGAN,MI,US SENATE,statewide,gen,FALSE,GEORGE E. HUFFMAN III,US TAXPAYERS,OTHER,27251,4237271
2018,MICHIGAN,MI,US SENATE,statewide,gen,FALSE,MARCIA SQUIER,GREEN,OTHER,40204,4237271
2018,MICHIGAN,MI,US SENATE,statewide,gen,FALSE,JOHN HOWARD WILHELM,NATURAL LAW,OTHER,16502,4237271
2018,MICHIGAN,MI,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,18,4237271
2018,MINNESOTA,MN,US SENATE,statewide,gen,FALSE,JIM NEWBERGER,REPUBLICAN,REPUBLICAN,940437,2596879
2018,MINNESOTA,MN,US SENATE,statewide,gen,FALSE,AMY KLOBUCHAR,DEMOCRATIC-FARMER-LABOR,DEMOCRAT,1566174,2596879
2018,MINNESOTA,MN,US SENATE,statewide,gen,FALSE,DENNIS SCHULLER,LEGAL MARIJUANA NOW,OTHER,66236,2596879
2018,MINNESOTA,MN,US SENATE,statewide,gen,FALSE,PAULA M OVERBY,MINNESOTA GREEN,OTHER,23101,2596879
2018,MINNESOTA,MN,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,931,2596879
2018,MINNESOTA,MN,US SENATE,statewide,gen,TRUE,KARIN HOUSLEY,REPUBLICAN,REPUBLICAN,1095777,2587356
2018,MINNESOTA,MN,US SENATE,statewide,gen,TRUE,TINA SMITH,DEMOCRATIC-FARMER-LABOR,DEMOCRAT,1370540,2587356
2018,MINNESOTA,MN,US SENATE,statewide,gen,TRUE,SARAH WELLINGTON,LEGAL MARIJUANA NOW,OTHER,95614,2587356
