year,state,state_po,office,district,stage,special,candidate,party_detailed,party_simplified,candidatevotes,totalvotes
2014,COLORADO,CO,US SENATE,statewide,gen,FALSE,STEVE SHOGAN,UNAFFILIATED,OTHER,29472,2041058
2014,COLORADO,CO,US SENATE,statewide,gen,FALSE,MARK UDALL,DEMOCRAT,DEMOCRAT,944203,2041058
2014,DELAWARE,DE,US SENATE,statewide,gen,FALSE,KEVIN WADE,REPUBLICAN,REPUBLICAN,98823,234038
2014,DELAWARE,DE,US SENATE,statewide,gen,FALSE,CHRISTOPHER A. COONS,DEMOCRAT,DEMOCRAT,130655,234038
2014,DELAWARE,DE,US SENATE,statewide,gen,FALSE,ANDREW GROFF,GREEN,OTHER,4560,234038
2014,GEORGIA,GA,US SENATE,statewide,gen,FALSE,DAVID A. PERDUE,REPUBLICAN,REPUBLICAN,1358088,2567805
2014,GEORGIA,GA,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,14,2567805
2014,GEORGIA,GA,US SENATE,statewide,gen,FALSE,M. MICHELLE NUNN,DEMOCRAT,DEMOCRAT,1160811,2567805
2014,GEORGIA,GA,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,9,2567805
2014,GEORGIA,GA,US SENATE,statewide,gen,FALSE,AMANDA C. SWAFFORD,LIBERTARIAN,LIBERTARIAN,48862,2567805
2014,GEORGIA,GA,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,21,2567805
2014,HAWAII,HI,US SENATE,statewide,gen,TRUE,BLANK VOTE,,OTHER,15777,369703
2014,HAWAII,HI,US SENATE,statewide,gen,TRUE,CAM CAVASSO,REPUBLICAN,REPUBLICAN,98006,369703
2014,HAWAII,HI,US SENATE,statewide,gen,TRUE,MICHAEL KOKOSKI,LIBERTARIAN,LIBERTARIAN,8941,369703
2014,HAWAII,HI,US SENATE,statewide,gen,TRUE,BRIAN SCHATZ,DEMOCRAT,DEMOCRAT,246827,369703
2014,HAWAII,HI,US SENATE,statewide,gen,TRUE,OVER VOTE,,OTHER,152,369703
2014,IDAHO,ID,US SENATE,statewide,gen,FALSE,NELS MITCHELL,DEMOCRAT,DEMOCRAT,151574,437170
2014,IDAHO,ID,US SENATE,statewide,gen,FALSE,JAMES E. RISCH,REPUBLICAN,REPUBLICAN,285596,437170
2014,ILLINOIS,IL,US SENATE,statewide,gen,FALSE,RICHARD J. DURBIN,DEMOCRAT,DEMOCRAT,1929637,3603519
2014,ILLINOIS,IL,US SENATE,statewide,gen,FALSE,SHARON HANSEN,LIBERTARIAN,LIBERTARIAN,135316,3603519
2014,ILLINOIS,IL,US SENATE,statewide,gen,FALSE,"JAMES D. ""JIM"" OBERWEIS",REPUBLICAN,REPUBLICAN,1538522,3603519
2014,ILLINOIS,IL,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,12,3603519
2014,ILLINOIS,IL,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,1,3603519
2014,ILLINOIS,IL,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,31,3603519
2014,IOWA,IA,US SENATE,statewide,gen,FALSE,DOUGLAS BUTZIER,LIBERTARIAN,LIBERTARIAN,8232,1129700
2014,IOWA,IA,US SENATE,statewide,gen,FALSE,RICK STEWART,INDEPENDENT,OTHER,26815,1129700
2014,IOWA,IA,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,1111,1129700
2014,IOWA,IA,US SENATE,statewide,gen,FALSE,BOB QUAST,BOB QUAST FOR TERM LIMITS,OTHER,5873,1129700
2014,IOWA,IA,US SENATE,statewide,gen,FALSE,RUTH SMITH,NOMINATED BY PETITION,OTHER,4724,1129700
2014,IOWA,IA,US SENATE,statewide,gen,FALSE,JONI ERNST,REPUBLICAN,REPUBLICAN,588575,1129700
2014,IOWA,IA,US SENATE,statewide,gen,FALSE,BRUCE BRALEY,DEMOCRAT,DEMOCRAT,494370,1129700
2014,KANSAS,KS,US SENATE,statewide,gen,FALSE,GREG ORMAN,INDEPENDENT,OTHER,368372,866191
2014,KANSAS,KS,US SENATE,statewide,gen,FALSE,PAT ROBERTS,REPUBLICAN,REPUBLICAN,460350,866191
2014,KANSAS,KS,US SENATE,statewide,gen,FALSE,RANDALL BATSON,LIBERTARIAN,LIBERTARIAN,37469,866191
2014,KENTUCKY,KY,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,17,1435868
2014,KENTUCKY,KY,US SENATE,statewide,gen,FALSE,DAVID M. PATTERSON,LIBERTARIAN,LIBERTARIAN,44240,1435868
2014,KENTUCKY,KY,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,53,1435868
2014,KENTUCKY,KY,US SENATE,statewide,gen,FALSE,ALISON LUNDERGAN GRIMES,DEMOCRAT,DEMOCRAT,584698,1435868
2014,KENTUCKY,KY,US SENATE,statewide,gen,FALSE,MICH MCCONNELL,REPUBLICAN,REPUBLICAN,806787,1435868
2014,KENTUCKY,KY,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,9,1435868
2014,KENTUCKY,KY,US SENATE,statewide,gen,FALSE,GREGORY D. WELCH,,OTHER,64,1435868
2014,LOUISIANA,LA,US SENATE,statewide,gen,FALSE,BRANNON LEE MCMORRIS,LIBERTARIAN,LIBERTARIAN,13034,3523183
2014,LOUISIANA,LA,US SENATE,statewide,gen,FALSE,WAYNE ABLES,DEMOCRAT,DEMOCRAT,11323,3523183
2014,LOUISIANA,LA,US SENATE,statewide,gen,FALSE,VALLIAN SENEGAL,DEMOCRAT,DEMOCRAT,3835,3523183
2014,LOUISIANA,LA,US SENATE,statewide,gen,FALSE,WILLIAM P. WAYMIRE JR.,DEMOCRAT,DEMOCRAT,4673,3523183
2014,LOUISIANA,LA,US SENATE,statewide,gen,FALSE,BILL CASSIDY,REPUBLICAN,REPUBLICAN,1712379,3523183
2014,LOUISIANA,LA,US SENATE,statewide,gen,FALSE,MARY L. LANDRIEU,DEMOCRAT,DEMOCRAT,1561210,3523183
2014,LOUISIANA,LA,US SENATE,statewide,gen,FALSE,THOMAS CLEMENTS,REPUBLICAN,REPUBLICAN,14173,3523183
2014,LOUISIANA,LA,US SENATE,statewide,gen,FALSE,"""ROB"" MANESS",REPUBLICAN,REPUBLICAN,202556,3523183
2014,MAINE,ME,US SENATE,statewide,gen,FALSE,OTHER,,OTHER,269,616996
2014,MAINE,ME,US SENATE,statewide,gen,FALSE,BLANK VOTE,,OTHER,12968,616996
2014,MAINE,ME,US SENATE,statewide,gen,FALSE,SUSAN M. COLLINS,REPUBLICAN,REPUBLICAN,413505,616996
2014,MAINE,ME,US SENATE,statewide,gen,FALSE,SHENNA BELLOWS,DEMOCRAT,DEMOCRAT,190254,616996
2014,MASSACHUSETTS,MA,US SENATE,statewide,gen,FALSE,BRIAN J. HERR,REPUBLICAN,REPUBLICAN,791950,2186789
2014,MASSACHUSETTS,MA,US SENATE,statewide,gen,FALSE,BLANK VOTE,,OTHER,101817,2186789
2014,MASSACHUSETTS,MA,US SENATE,statewide,gen,FALSE,OTHER,,OTHER,3072,2186789
2014,MASSACHUSETTS,MA,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,6,2186789
2014,MASSACHUSETTS,MA,US SENATE,statewide,gen,FALSE,EDWARD J. MARKEY,DEMOCRAT,DEMOCRAT,1289944,2186789
2014,MICHIGAN,MI,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,67,3121771
2014,MICHIGAN,MI,US SENATE,statewide,gen,FALSE,RICHARD A. MATKIN,U.S. TAXPAYERS,OTHER,37529,3121771
2014,MICHIGAN,MI,US SENATE,statewide,gen,FALSE,TERRI LYNN LAND,REPUBLICAN,REPUBLICAN,1290199,3121771
2014,MICHIGAN,MI,US SENATE,statewide,gen,FALSE,JIM FULNER,LIBERTARIAN,LIBERTARIAN,62897,3121771
2014,MICHIGAN,MI,US SENATE,statewide,gen,FALSE,GARY C. PETERS,DEMOCRAT,DEMOCRAT,1704936,3121771
2014,MICHIGAN,MI,US SENATE,statewide,gen,FALSE,CHRIS WAHMHOFF,GREEN,OTHER,26137,3121771
2014,MICHIGAN,MI,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,6,3121771
2014,MINNESOTA,MN,US SENATE,statewide,gen,FALSE,HEATHER JOHNSON,LIBERTARIAN,LIBERTARIAN,29685,1981528
2014,MINNESOTA,MN,US SENATE,statewide,gen,FALSE,STEVE CARLSON,INDEPENDENCE,OTHER,47530,1981528
2014,MINNESOTA,MN,US SENATE,statewide,gen,FALSE,MIKE MCFADDEN,REPUBLICAN,REPUBLICAN,850227,1981528
2014,MINNESOTA,MN,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,881,1981528
2014,MINNESOTA,MN,US SENATE,statewide,gen,FALSE,AL FRANKEN,DEMOCRAT,DEMOCRAT,1053205,1981528
2014,MISSISSIPPI,MS,US SENATE,statewide,gen,FALSE,TRAVIS W. CHILDERS,DEMOCRAT,DEMOCRAT,239439,631858
2014,MISSISSIPPI,MS,US SENATE,statewide,gen,FALSE,SHAWN O'HARA,REFORM,OTHER,13938,631858
2014,MISSISSIPPI,MS,US SENATE,statewide,gen,FALSE,THAD COCHRAN,REPUBLICAN,REPUBLICAN,378481,631858
2014,MONTANA,MT,US SENATE,statewide,gen,FALSE,STEVE DAINES,REPUBLICAN,REPUBLICAN,213709,369826
2014,MONTANA,MT,US SENATE,statewide,gen,FALSE,ROGER ROOTS,LIBERTARIAN,LIBERTARIAN,7933,369826
2014,MONTANA,MT,US SENATE,statewide,gen,FALSE,AMANDA CURTIS,DEMOCRAT,DEMOCRAT,148184,369826
2014,NEBRASKA,NE,US SENATE,statewide,gen,FALSE,DAVE DOMINA,DEMOCRAT,DEMOCRAT,170127,540337
2014,NEBRASKA,NE,US SENATE,statewide,gen,FALSE,TODD F. WATSON,BY PETITION,OTHER,6260,540337
2014,NEBRASKA,NE,US SENATE,statewide,gen,FALSE,JIM JENKINS,BY PETITION,OTHER,15868,540337
2014,NEBRASKA,NE,US SENATE,statewide,gen,FALSE,BEN SASSE,REPUBLICAN,REPUBLICAN,347636,540337
2014,NEBRASKA,NE,US SENATE,statewide,gen,FALSE,SCATTER,,OTHER,446,540337
2014,NEW HAMPSHIRE,NH,US SENATE,statewide,gen,FALSE,JEANNE SHAHEEN,DEMOCRAT,DEMOCRAT,251184,488159
2014,NEW HAMPSHIRE,NH,US SENATE,statewide,gen,FALSE,SCOTT P. BROWN,REPUBLICAN,REPUBLICAN,235347,488159
2014,NEW HAMPSHIRE,NH,US SENATE,statewide,gen,FALSE,SCATTER,,OTHER,1628,488159
2014,NEW JERSEY,NJ,US SENATE,statewide,gen,FALSE,JOSEPH BARATELLI,LIBERTARIAN,LIBERTARIAN,16721,1869535
2014,NEW JERSEY,NJ,US SENATE,statewide,gen,FALSE,CORY A. BOOKER,DEMOCRAT,DEMOCRAT,1043866,1869535
2014,NEW JERSEY,NJ,US SENATE,statewide,gen,FALSE,ANTONIO N. SABAS,INDEPENDENT,OTHER,3544,1869535
2014,NEW JERSEY,NJ,US SENATE,statewide,gen,FALSE,JEFF BELL,REPUBLICAN,REPUBLICAN,791297,1869535
2014,NEW JERSEY,NJ,US SENATE,statewide,gen,FALSE,EUGENE MARTIN LAVERGNE,D-R PARTY,OTHER,3890,1869535
2014,NEW JERSEY,NJ,US SENATE,statewide,gen,FALSE,JEFF BOSS,INDEPENDENT,OTHER,4513,1869535
2014,NEW JERSEY,NJ,US SENATE,statewide,gen,FALSE,HANK SCHROEDER,ECONOMIC GROWTH,OTHER,5704,1869535
2014,NEW MEXICO,NM,US SENATE,statewide,gen,FALSE,ALLEN E. WEH,REPUBLICAN,REPUBLICAN,229097,515506
2014,NEW MEXICO,NM,US SENATE,statewide,gen,FALSE,TOM UDALL,DEMOCRAT,DEMOCRAT,286409,515506
2014,NORTH CAROLINA,NC,US SENATE,statewide,gen,FALSE,KAY R. HAGAN,DEMOCRAT,DEMOCRAT,1377651,2915281
2014,NORTH CAROLINA,NC,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,201,2915281
2014,NORTH CAROLINA,NC,US SENATE,statewide,gen,FALSE,THOM TILLIS,REPUBLICAN,REPUBLICAN,1423259,2915281
2014,NORTH CAROLINA,NC,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,142,2915281
2014,NORTH CAROLINA,NC,US SENATE,statewide,gen,FALSE,SEAN HAUGH,LIBERTARIAN,LIBERTARIAN,109100,2915281
2014,NORTH CAROLINA,NC,US SENATE,statewide,gen,FALSE,JOHN RHODES,,OTHER,621,2915281
2014,NORTH CAROLINA,NC,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,4307,2915281
2014,OKLAHOMA,OK,US SENATE,statewide,gen,FALSE,JOAN FARR,INDEPENDENT,OTHER,10554,820733
2014,OKLAHOMA,OK,US SENATE,statewide,gen,TRUE,CONNIE JOHNSON,DEMOCRAT,DEMOCRAT,237923,820890
2014,OKLAHOMA,OK,US SENATE,statewide,gen,FALSE,MATT SILVERSTEIN,DEMOCRAT,DEMOCRAT,234307,820733
2014,OKLAHOMA,OK,US SENATE,statewide,gen,TRUE,MARK T. BEARD,INDEPENDENT,OTHER,25965,820890
2014,OKLAHOMA,OK,US SENATE,statewide,gen,FALSE,JAMES M. INHOFE,REPUBLICAN,REPUBLICAN,558166,820733
2014,OKLAHOMA,OK,US SENATE,statewide,gen,FALSE,RAY WOODS,INDEPENDENT,OTHER,9913,820733
2014,OKLAHOMA,OK,US SENATE,statewide,gen,TRUE,JAMES LANKFORD,REPUBLICAN,REPUBLICAN,557002,820890
2014,OKLAHOMA,OK,US SENATE,statewide,gen,FALSE,AARON DELOZIER,INDEPENDENT,OTHER,7793,820733
2014,OREGON,OR,US SENATE,statewide,gen,FALSE,MIKE MONTCHALIN,LIBERTARIAN,LIBERTARIAN,44916,1461618
2014,OREGON,OR,US SENATE,statewide,gen,FALSE,CHRISTINA JEAN LUGO,GREEN,OTHER,32434,1461618
2014,OREGON,OR,US SENATE,statewide,gen,FALSE,JEFF MERKLEY,DEMOCRAT,DEMOCRAT,814537,1461618
2014,OREGON,OR,US SENATE,statewide,gen,FALSE,MONICA WEHBY,REPUBLICAN,REPUBLICAN,538847,1461618
2014,OREGON,OR,US SENATE,statewide,gen,FALSE,JAMES E. LEUENBERGER,CONSTITUTION,OTHER,24212,1461618
2014,OREGON,OR,US SENATE,statewide,gen,FALSE,OTHER,,OTHER,6672,1461618
2014,RHODE ISLAND,RI,US SENATE,statewide,gen,FALSE,JACK REED,DEMOCRAT,DEMOCRAT,223675,316898
2014,RHODE ISLAND,RI,US SENATE,statewide,gen,FALSE,MARK S. ZACCARIA,REPUBLICAN,REPUBLICAN,92684,316898
2014,RHODE ISLAND,RI,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,539,316898
2014,SOUTH CAROLINA,SC,US SENATE,statewide,gen,FALSE,BRAD HUTTO,WORKING FAMILIES,OTHER,24207,1240075
2014,SOUTH CAROLINA,SC,US SENATE,statewide,gen,FALSE,BRAD HUTTO,DEMOCRAT,DEMOCRAT,456726,1240075
2014,SOUTH CAROLINA,SC,US SENATE,statewide,gen,TRUE,JILL BOSSI,AMERICAN,OTHER,21652,1238982
2014,SOUTH CAROLINA,SC,US SENATE,statewide,gen,FALSE,LINDSEY GRAHAM,REPUBLICAN,REPUBLICAN,672941,1240075
2014,SOUTH CAROLINA,SC,US SENATE,statewide,gen,TRUE,JOYCE DICKERSON,DEMOCRAT,DEMOCRAT,459583,1238982
2014,SOUTH CAROLINA,SC,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,4774,1240075
2014,SOUTH CAROLINA,SC,US SENATE,statewide,gen,TRUE,TIM SCOTT,REPUBLICAN,REPUBLICAN,757215,1238982
2014,SOUTH CAROLINA,SC,US SENATE,statewide,gen,TRUE,NA,NA,OTHER,532,1238982
2014,SOUTH CAROLINA,SC,US SENATE,statewide,gen,FALSE,THOMAS RAVENEL,PETITION,OTHER,47588,1240075
2014,SOUTH CAROLINA,SC,US SENATE,statewide,gen,FALSE,VICTOR KOCHER,LIBERTARIAN,LIBERTARIAN,33839,1240075
2014,SOUTH DAKOTA,SD,US SENATE,statewide,gen,FALSE,MIKE ROUNDS,REPUBLICAN,REPUBLICAN,140741,279412
2014,SOUTH DAKOTA,SD,US SENATE,statewide,gen,FALSE,GORDON HOWIE,INDEPENDENT,OTHER,8474,279412
2014,SOUTH DAKOTA,SD,US SENATE,statewide,gen,FALSE,LARRY PRESSLER,INDEPENDENT,OTHER,47741,279412
2014,SOUTH DAKOTA,SD,US SENATE,statewide,gen,FALSE,RICK WEILAND,DEMOCRAT,DEMOCRAT,82456,279412
2014,TENNESSEE,TN,US SENATE,statewide,gen,FALSE,MARTIN PLEASANT,GREEN,OTHER,12570,1374065
2014,TENNESSEE,TN,US SENATE,statewide,gen,FALSE,TOM EMERSON JR.,INDEPENDENT,OTHER,11157,1374065
2014,TENNESSEE,TN,US SENATE,statewide,gen,FALSE,GORDON BALL,DEMOCRAT,DEMOCRAT,437848,1374065
2014,TENNESSEE,TN,US SENATE,statewide,gen,FALSE,C. SALEKIN,INDEPENDENT,OTHER,787,1374065
2014,TENNESSEE,TN,US SENATE,statewide,gen,FALSE,LAMAR ALEXANDER,REPUBLICAN,REPUBLICAN,850087,1374065
2014,TENNESSEE,TN,US SENATE,statewide,gen,FALSE,BARTHOLOMEW J. PHILLIPS,INDEPENDENT,OTHER,2386,1374065
2014,TENNESSEE,TN,US SENATE,statewide,gen,FALSE,DANNY PAGE,INDEPENDENT,OTHER,7713,1374065
2014,TENNESSEE,TN,US SENATE,statewide,gen,FALSE,EDMUND L. GAUTHIER,INDEPENDENT,OTHER,2314,1374065
2014,TENNESSEE,TN,US SENATE,statewide,gen,FALSE,RICK TYLER,INDEPENDENT,OTHER,5759,1374065
2014,TENNESSEE,TN,US SENATE,statewide,gen,FALSE,JOE WILMOTH,CONSTITUTION,OTHER,36088,1374065
2014,TENNESSEE,TN,US SENATE,statewide,gen,FALSE,ERIC SCHECHTER,INDEPENDENT,OTHER,1673,1374065
2014,TENNESSEE,TN,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,5,1374065
2014,TENNESSEE,TN,US SENATE,statewide,gen,FALSE,JOSHUA JAMES,INDEPENDENT,OTHER,5678,1374065
2014,TEXAS,TX,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,988,4648358
2014,TEXAS,TX,US SENATE,statewide,gen,FALSE,REBECCA PADDOCK,LIBERTARIAN,LIBERTARIAN,133751,4648358
2014,TEXAS,TX,US SENATE,statewide,gen,FALSE,"EMILY ""SPICYBROWN"" SANCHEZ",GREEN,OTHER,54701,4648358
2014,TEXAS,TX,US SENATE,statewide,gen,FALSE,JOHN CORNYN,REPUBLICAN,REPUBLICAN,2861531,4648358
2014,TEXAS,TX,US SENATE,statewide,gen,FALSE,DAVID M. ALAMEEL,DEMOCRAT,DEMOCRAT,1597387,4648358
2014,VIRGINIA,VA,US SENATE,statewide,gen,FALSE,ED. W. GILLESPIE,REPUBLICAN,REPUBLICAN,1055940,2184473
2014,VIRGINIA,VA,US SENATE,statewide,gen,FALSE,MARK R. WARNER,DEMOCRAT,DEMOCRAT,1073667,2184473
2014,VIRGINIA,VA,US SENATE,statewide,gen,FALSE,ROBERT C. SARVIS,LIBERTARIAN,LIBERTARIAN,53102,2184473
2014,VIRGINIA,VA,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,1764,2184473
2014,WEST VIRGINIA,WV,US SENATE,statewide,gen,FALSE,PHIL HUDOK,CONSTITUTION,OTHER,2566,453689
2014,WEST VIRGINIA,WV,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,5,453689
2014,WEST VIRGINIA,WV,US SENATE,statewide,gen,FALSE,NATALIE TENNANT,DEMOCRAT,DEMOCRAT,156360,453689
2014,WEST VIRGINIA,WV,US SENATE,statewide,gen,FALSE,SHELLEY MOORE CAPITO,REPUBLICAN,REPUBLICAN,281820,453689
2014,WEST VIRGINIA,WV,US SENATE,statewide,gen,FALSE,JOHN S. BUCKLEY,LIBERTARIAN,LIBERTARIAN,7409,453689
2014,WEST VIRGINIA,WV,US SENATE,statewide,gen,FALSE,BOB HENRY BABER,MOUNTAIN,OTHER,5504,453689
2014,WEST VIRGINIA,WV,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,10,453689
2014,WEST VIRGINIA,WV,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,7,453689
2014,WEST VIRGINIA,WV,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,8,453689
2014,WYOMING,WY,US SENATE,statewide,gen,FALSE,CURT GOTTSHALL,INDEPENDENT,OTHER,13311,171153
2014,WYOMING,WY,US SENATE,statewide,gen,FALSE,OVER VOTE,,OTHER,130,171153
2014,WYOMING,WY,US SENATE,statewide,gen,FALSE,JOSEPH S. PORAMBO,LIBERTARIAN,LIBERTARIAN,3677,171153
2014,WYOMING,WY,US SENATE,statewide,gen,FALSE,BLANK VOTE,,OTHER,2633,171153
2014,WYOMING,WY,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,471,171153
2014,WYOMING,WY,US SENATE,statewide,gen,FALSE,MICHAEL B. ENZI,REPUBLICAN,REPUBLICAN,121554,171153
2014,WYOMING,WY,US SENATE,statewide,gen,FALSE,CHARLIE HARDY,DEMOCRAT,DEMOCRAT,29377,171153
2016,ALABAMA,AL,US SENATE,statewide,gen,FALSE,RON CRUMPTON,DEMOCRAT,DEMOCRAT,748709,2087444
2016,ALABAMA,AL,US SENATE,statewide,gen,FALSE,RICHARD C. SHELBY,REPUBLICAN,REPUBLICAN,1335104,2087444
2016,ALABAMA,AL,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,3631,2087444
2016,ALASKA,AK,US SENATE,statewide,gen,FALSE,JOE MILLER,LIBERTARIAN,LIBERTARIAN,90825,311441
2016,ALASKA,AK,US SENATE,statewide,gen,FALSE,TED GIANOUTSOS,INDEPENDENT,OTHER,1758,311441
2016,ALASKA,AK,US SENATE,statewide,gen,FALSE,RAY METCALFE,DEMOCRAT,DEMOCRAT,36200,311441
2016,ALASKA,AK,US SENATE,statewide,gen,FALSE,MARGARET STOCK,INDEPENDENT,OTHER,41194,311441
2016,ALASKA,AK,US SENATE,statewide,gen,FALSE,BRECK A. CRAIG,INDEPENDENT,OTHER,2609,311441
2016,ALASKA,AK,US SENATE,statewide,gen,FALSE,LISA MURKOWSKI,REPUBLICAN,REPUBLICAN,138149,311441
2016,ALASKA,AK,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,706,311441
2016,ARIZONA,AZ,US SENATE,statewide,gen,FALSE,ANTHONY CAMBONI,NONE,OTHER,45,2530730
2016,ARIZONA,AZ,US SENATE,statewide,gen,FALSE,ANN KIRKPATRICK,DEMOCRAT,DEMOCRAT,1031245,2530730
2016,ARIZONA,AZ,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,4,2530730
2016,ARIZONA,AZ,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,694,2530730
2016,ARIZONA,AZ,US SENATE,statewide,gen,FALSE,LEONARD CLARK,INDEPENDENT,OTHER,83,2530730
2016,ARIZONA,AZ,US SENATE,statewide,gen,FALSE,SYDNEY DUDIKOFF,REPUBLICAN,REPUBLICAN,494,2530730
2016,ARIZONA,AZ,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,34,2530730
2016,ARIZONA,AZ,US SENATE,statewide,gen,FALSE,JOHN MCCAIN,REPUBLICAN,REPUBLICAN,1359267,2530730
2016,ARIZONA,AZ,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,223,2530730
2016,ARIZONA,AZ,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,7,2530730
2016,ARIZONA,AZ,US SENATE,statewide,gen,FALSE,GARY SWING,GREEN,OTHER,138634,2530730
2016,ARKANSAS,AR,US SENATE,statewide,gen,FALSE,JOHN BOOZMAN,REPUBLICAN,REPUBLICAN,661984,1107522
2016,ARKANSAS,AR,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,1070,1107522
2016,ARKANSAS,AR,US SENATE,statewide,gen,FALSE,CONNER ELDRIDGE,DEMOCRAT,DEMOCRAT,400602,1107522
2016,ARKANSAS,AR,US SENATE,statewide,gen,FALSE,FRANK GILBERT,LIBERTARIAN,LIBERTARIAN,43866,1107522
2016,CALIFORNIA,CA,US SENATE,statewide,gen,FALSE,LORETTA SANCHEZ,DEMOCRAT,DEMOCRAT,4701417,12244170
2016,CALIFORNIA,CA,US SENATE,statewide,gen,FALSE,KAMALA D. HARRIS,DEMOCRAT,DEMOCRAT,7542753,12244170
2016,COLORADO,CO,US SENATE,statewide,gen,FALSE,PAUL NOEL FIORINO,NONE,OTHER,3216,2743023
2016,COLORADO,CO,US SENATE,statewide,gen,FALSE,DAN CHAPIN,NONE,OTHER,8361,2743023
2016,COLORADO,CO,US SENATE,statewide,gen,FALSE,MICHAEL F. BENNET,DEMOCRAT,DEMOCRAT,1370710,2743023
2016,COLORADO,CO,US SENATE,statewide,gen,FALSE,LILY TANG WILLIAMS,LIBERTARIAN,LIBERTARIAN,99277,2743023
2016,COLORADO,CO,US SENATE,statewide,gen,FALSE,BILL HAMMONS,UNITY PARTY OF COLORADO,OTHER,9336,2743023
2016,COLORADO,CO,US SENATE,statewide,gen,FALSE,DARRYL GLENN,REPUBLICAN,REPUBLICAN,1215318,2743023
2016,COLORADO,CO,US SENATE,statewide,gen,FALSE,ARN MENCONI,GREEN,OTHER,36805,2743023
2016,CONNECTICUT,CT,US SENATE,statewide,gen,FALSE,RICHARD BLUMENTHAL,DEMOCRAT,DEMOCRAT,920766,1596276
2016,CONNECTICUT,CT,US SENATE,statewide,gen,FALSE,RICHARD BLUMENTHAL,WORKING FAMILIES,OTHER,87948,1596276
2016,CONNECTICUT,CT,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,26,1596276
2016,CONNECTICUT,CT,US SENATE,statewide,gen,FALSE,DAN CARTER,REPUBLICAN,REPUBLICAN,552621,1596276
2016,CONNECTICUT,CT,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,12,1596276
2016,CONNECTICUT,CT,US SENATE,statewide,gen,FALSE,RICHARD LION,LIBERTARIAN,LIBERTARIAN,18190,1596276
2016,CONNECTICUT,CT,US SENATE,statewide,gen,FALSE,JEFFERY RUSSELL,GREEN,OTHER,16713,1596276
2016,FLORIDA,FL,US SENATE,statewide,gen,FALSE,CHARLES FREDERICK TOLBERT,,OTHER,56,9301820
2016,FLORIDA,FL,US SENATE,statewide,gen,FALSE,STEVEN MACHAT,NONE,OTHER,26918,9301820
2016,FLORIDA,FL,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,7,9301820
2016,FLORIDA,FL,US SENATE,statewide,gen,FALSE,PATRICK MURPHY,DEMOCRAT,DEMOCRAT,4122088,9301820
2016,FLORIDA,FL,US SENATE,statewide,gen,FALSE,PAUL STANTON,LIBERTARIAN,LIBERTARIAN,196956,9301820
2016,FLORIDA,FL,US SENATE,statewide,gen,FALSE,BASIL E. DALACK,NONE,OTHER,22236,9301820
2016,FLORIDA,FL,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,50,9301820
2016,FLORIDA,FL,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,10,9301820
2016,FLORIDA,FL,US SENATE,statewide,gen,FALSE,NA,NA,OTHER,37,9301820
2016,FLORIDA,FL,US SENATE,statewide,gen,FALSE,BRUCE NATHAN,NONE,OTHER,52451,9301820
2016,FLORIDA,FL,US SENATE,statewide,gen,FALSE,MARCO RUBIO,REPUBLICAN,REPUBLICAN,4835191,9301820
2016,FLORIDA,FL,US SENATE,statewide,gen,FALSE,TONY KHOURY,NONE,OTHER,45820,9301820
